Дата рождения,Имя,Фамилия,Отчество,Код клиента,day,month,year,birth_date
10.05.1986,Фома,Иваничев,Иакинфович,1020,10,05,1986,1986-05-10
19.05.1986,Фортунат,Иванишев,Иванович,1021,19,05,1986,1986-05-19
19861005 Москва,Фотий,Иванишин,Игнатович,1022,,,,19861005 Москва
25.05.1999,Фрол,Иванишко,Игнатиевич,1023,25,05,1999,1999-05-25
04.05.1999,Харитон,Иванишын,Игоревич,1024,04,05,1999,1999-05-04
5-10-1986 город Коломна,Харлампий,Иванищев,Иеронимович,1025,5,10,1986,1986-10-05
05.05.1965,Христофор,Иванищук,Измаилович,1026,05,05,1965,1965-05-05
05.01.1999,Чеслав,Иванкин,Изосимович,1027,05,01,1999,1999-01-05
05.10.3986,Эдуард,Иванко,Изотович,1028,05,10,3986,3986-10-05
05.10.1996,Эммануил,Иванков,Изяславович,1029,05,10,1996,1996-10-05
05.10.1989,Эмиль,Иванников,Илиодорович,1030,05,10,1989,1989-10-05
дата 05101999,Эраст,Иванов,Илларионович,1031,,,,дата 05101999
дата 15 January 1972,Эрнест,Ивановец,Иларионович,1032,,,,дата 15 January 1972
дата 1986/05 Москва,Эрнст,Иванович,Ильич,1033,,,,дата 1986/05 Москва
дата рождения 5.10.1999,Ювеналий,Ивановский,Иннокентиевич,1034,5,10,1999,1999-10-05
рождения 05/10/1986Москва,Юлиан,Иванский,Иоаннович,1035,05,10,1986,1986-10-05
05.10.1964,Юлий,Ивантеев,Иович,1036,05,10,1964,1964-10-05
12.янв.04,Юрий,Ивантей,Ионич,1037,12,01,1904,1904-01-12
29 августа 1957,Яков,Ивантьев,Иосафатович,1038,29,08,1957,1957-08-29
29 мая 1954,Ян,Иванусьев,Иосифович,1039,29,05,1954,1954-05-29
29.сен.56,Якуб,Иванушкин,Ипатович,1040,29,09,1956,1956-09-29
15.12.1859,Януарий,Иванцев,Ипатиевич,1041,15,12,1859,1859-12-15
1961,Ярополк,Иванцов,Ипполитович,1042,,,,1961
1965 год,Ярослав,Иванченко,Ираклиевич,1043,,,,1965 год
1991 Feb 10 Питер,Мартын,Иванченков,Иринархович,1044,,,,1991 Feb 10 Питер
22.05.1986,Мартьян,Иванчиков,Иринеевич,1045,22,05,1986,1986-05-22
23.05.1986,Матвей,Иванчин,Исаакович,1046,23,05,1986,1986-05-23
19861005 Москва,Мефодий,Иванчихин,Исаакиевич,1047,,,,19861005 Москва
25.05.1991,Мечислав,Иванчов,Исаевич,1048,25,05,1991,1991-05-25
04.05.1990,Милан,Иваншинцев,Исакович,1049,04,05,1990,1990-05-04
5-10-1986 город Коломна,Милен,Иванычев,Исакиевич,1050,5,10,1986,1986-10-05
05.05.1966,Милий,Иванышкин,Исидорович,1051,05,05,1966,1966-05-05
05.01.1985,Милован,Иваньев,Иустинович,1052,05,01,1985,1985-01-05
05.10.1946,Мина,Иванько,Казимирович,1053,05,10,1946,1946-10-05
05.10.1942,Мир,Иваньков,Каллиникович,1054,05,10,1942,1942-10-05
05.10.1986,Мирон,Иваньшин,Каллистович,1055,05,10,1986,1986-10-05
дата 05101987,Мирослав,Иванюк,Каллистратович,1056,,,,дата 05101987
дата 15 January 1973,Митофан,Иванюков,Капитонович,1057,,,,дата 15 January 1973
дата 1986/05 Москва,Михаил,Иванютин,Карионович,1058,,,,дата 1986/05 Москва
дата рождения 5.10.1985,Михей,Иванюшин,Карлович,1059,5,10,1985,1985-10-05
рождения 05/10/1986Москва,Модест,Иванянков,Олегович,1060,05,10,1986,1986-10-05
05.10.1973,Моисей,Ивасенко,Олимпиевич,1061,05,10,1973,1973-10-05
12.янв.05,Мокей,Ивасишин,Онисимович,1062,12,01,1905,1905-01-12
30 августа 1957,Мстислав,Ивахин,Онуфриевич,1063,30,08,1957,1957-08-30
30 мая 1954,Назар,Ивахненко,Орестович,1064,30,05,1954,1954-05-30
30.сен.56,Наркис,Ивахно,Осипович,1065,30,09,1956,1956-09-30
15.12.1860,Натан,Ивахнов,Оскарович,1066,15,12,1860,1860-12-15
1962,Наум,Ивахнушкин,Остапович,1067,,,,1962
1966 год,Нестор,Ивачев,Павлович,1068,,,,1966 год
1984 Feb 10 Питер,Никандр,Ивашев,Павлинович,1069,,,,1984 Feb 10 Питер
20.05.1986,Никанор,Ивашенцев,Паисиевич,1070,20,05,1986,1986-05-20
25.07.1986,Никита,Ивашечкин,Палладиевич,1071,25,07,1986,1986-07-25
19861005 Москва,Никифор,Ивашин,Памфилович,1072,,,,19861005 Москва
25.05.1986,Никодим,Ивашиненко,Памфилиевич,1073,25,05,1986,1986-05-25
04.05.1985,Николай,Ивашинников,Панкратович,1074,04,05,1985,1985-05-04
5-10-1986 город Коломна,Никон,Ивашинцов ,Панкратиевич,1075,5,10,1986,1986-10-05
05.05.1967,Нифонт,Лабудин,Пантелеевич,1076,05,05,1967,1967-05-05
05.01.1984,Олег,Лабутин,Пантелеймонович,1077,05,01,1984,1984-01-05
05.10.1984,Олимпий,Лабуткин,Панфилович,1078,05,10,1984,1984-10-05
05.10.1986,Онуфрий,Лаверко,Парамонович,1079,05,10,1986,1986-10-05
05.10.1984,Орест,Лаверычев,Парменович,1080,05,10,1984,1984-10-05
дата 05101984,Осип,Лавников,Пармёнович,1081,,,,дата 05101984
дата 15 January 1974,Остап,Лавренев,Парфёнович,1082,,,,дата 15 January 1974
дата 1986/05 Москва,Остромир,Лавренко,Парфениевич,1083,,,,дата 1986/05 Москва
дата рождения 5.10.1986,Павел,Лавренов,Парфентиевич,1084,5,10,1986,1986-10-05
рождения 05/10/1986Москва,Панкратий,Лавренович,Патрикеевич,1085,05,10,1986,1986-10-05
05.10.1992,Панкрат,Лаврентьев,Патрикиевич,1086,05,10,1992,1992-10-05
12.янв.06,Пантелеймон,Лавренцев,Пафнутиевич,1087,12,01,1906,1906-01-12
31 августа 1957,Панфил,Лавренчук,Пахомович,1088,31,08,1957,1957-08-31
31 мая 1954,Парамон,Лавренюк,Пахомиеви,1089,31,05,1954,1954-05-31
31 сен 56,Парфен,Лаврец,Перфилиевич,1090,31,09,1956,1956-09-31
15.12.1861,Пахом,Лаврив,Петрович,1091,15,12,1861,1861-12-15
1963,Петр,Лаврик,Пименович,1092,,,,1963
1967 год,Пимен,Лавриков,Питиримович,1093,,,,1967 год
1994 Feb 10 Питер,Платон,Лавримов,Платонович,1094,,,,1994 Feb 10 Питер
19.05.1986,Поликарп,Лаврин,Поликарпович,1095,19,05,1986,1986-05-19
13.05.1993,Порфирий,Лавриненко,Поликарпиевич,1096,13,05,1993,1993-05-13
19861005 Москва,Потап,Лавриненков,Порфирович,1097,,,,19861005 Москва
25.05.1990,Пров,Лавринец,Порфириевич,1098,25,05,1990,1990-05-25
04.05.1990,Прокл,Лавринов,Потапович,1099,04,05,1990,1990-05-04
5-10-1986 город Коломна,Прокофий,Лавринович,Потапиевич,1100,5,10,1986,1986-10-05
05.05.1968,Прохор,Лавринцев,Прович,1101,05,05,1968,1968-05-05
05.01.1990,Радим,Лавриченко,Проклович,1102,05,01,1990,1990-01-05
05.10.1989,Радислав,Лаврищев,Прокопович,1103,05,10,1989,1989-10-05
05.10.1987,Радован,Лаврищенко,Прокопиевич,1104,05,10,1987,1987-10-05
05.10.1981,Ратибор,Лавров,Прокофиевич,1105,05,10,1981,1981-10-05
дата 05101980,Ратмир,Лаврович,Протасович,1106,,,,дата 05101980
дата 15 January 1975,Родион,Лавровский,Протасиевич,1107,,,,дата 15 January 1975
дата 1986/05 Москва,Роман,Лавронов,Прохорович,1108,,,,дата 1986/05 Москва
дата рождения 5.10.1979,Ростислав,Лаврук,Радиевич,1109,5,10,1979,1979-10-05
рождения 05/10/1986Москва,Рубен,Лаврухин,Ратмирович,1110,05,10,1986,1986-10-05
05.10.1971,Руслан,Лаврушин,Рафаилович,1111,05,10,1971,1971-10-05
12.янв.07,Рюрик,Лаврушко,Ремович,1112,12,01,1907,1907-01-12
3 августа 1957,Савва,Лаврущенко,Робертович,1113,3,08,1957,1957-08-03
13 мая 1954,Савватий,Лагодин,Родионович,1114,13,05,1954,1954-05-13
31 сен 56,Савелий,Лагунов,Романович,1115,31,09,1956,1956-09-31
15.12.1862,Самсон,Лагутенок,Ростиславович,1116,15,12,1862,1862-12-15
1964,Самуил,Лагутин,Рубенович,1117,,,,1964
1968 год,Светозар,Ладыгин,Рувимович,1118,,,,1968 год
1973 Feb 10 Питер,Святополк,Ладыженский,Рудольфович,1119,,,,1973 Feb 10 Питер
13.05.1977,Святослав,Ладыжинский,Русланович,1120,13,05,1977,1977-05-13
14.01.1966,Севастьян,Ладыжников,Рюрикович,1121,14,01,1966,1966-01-14
19861005 Москва,Селиван,Ладынин,Ремович,1122,,,,19861005 Москва
25.05.1972,Селиверст,Лажечников,Робертович,1123,25,05,1972,1972-05-25
04.05.1971,Семен,Лазарев,Родионович,1124,04,05,1971,1971-05-04
5-10-1986 город Коломна,Серафим,Лазаревич,Романович,1125,5,10,1986,1986-10-05
05.05.1969,Сергей,Лазаренко,Ростиславович,1126,05,05,1969,1969-05-05
05.01.1971,Сигизмунд,Лазариди,Рубенович,1127,05,01,1971,1971-01-05
05.10.4626,Ксения,Лазаричева,Саввична,1128,05,10,4626,4626-10-05
05.10.4706,Лада,Лазебникова,Савватеевна,1129,05,10,4706,4706-10-05
05.10.1970,Лариса,Лазлова,Савватьевна,1130,05,10,1970,1970-10-05
дата 05102003,Леокадия,Лазоренко, Савёловна,1131,,,,дата 05102003
дата 15 January 1976,Лиана,Лазукина, Савельевна,1132,,,,дата 15 January 1976
05.10.1946,Лидия,Лазунина,Самойловна,1133,05,10,1946,1946-10-05
06.11.1947,Лилиана,Лазурина, Самсоновна,1134,06,11,1947,1947-11-06
07.12.1948,Лилия,Лазутина, Самсоньевна,1135,07,12,1948,1948-12-07
08.01.1950,Лия,Лазуткина, Самуиловна,1136,08,01,1950,1950-01-08
09.02.1951,Луиза,Лазутчикова,Свиридовна,1137,09,02,1951,1951-02-09
12.03.1952,Лукерья,Лазухина, Святополковна,1138,12,03,1952,1952-03-12
13.04.1953,Любава,Лайкина, Святославна,1139,13,04,1953,1953-04-13
15.05.1954,Любовь,Лайкова,Себастьяновна,1140,15,05,1954,1954-05-15
16.06.1955,Любомила,Лакашева, Севастьяновна,1141,16,06,1955,1955-06-16
17.07.1956,Любомира,Лакашина,Севериновна,1142,17,07,1956,1956-07-17
18.08.1957,Людмила,Лакедемонская,Северьяновна,1143,18,08,1957,1957-08-18
19.09.1958,Майя,Лактионова,Селивановна,1144,19,09,1958,1958-09-19
21.10.1959,Мальвина,Лысаева,Селивёрстовна,1145,21,10,1959,1959-10-21
21.11.1960,Маргарита,Лысанова, Селифановна,1146,21,11,1960,1960-11-21
23.12.1961,Марианна,Лысенко,Семёновна,1147,23,12,1961,1961-12-23
24.01.1963,Мариетта,Лысенкова,Серапионовна,1148,24,01,1963,1963-01-24
25.02.1964,Марина,Лысяк,Серафимовна,1149,25,02,1964,1964-02-25
28.03.1965,Мария,Лысякова,Сергеевна,1150,28,03,1965,1965-03-28
29.04.1966,Марта,Лытаева,Сигизмундовна,1151,29,04,1966,1966-04-29
31.05.1967,Марфа,Лыткина,Сидоровна,1152,31,05,1967,1967-05-31
01.07.1968,Меланья,Львова, Силовна,1153,01,07,1968,1968-07-01
02.08.1969,Мелитриса,Львович, Силановна,1154,02,08,1969,1969-08-02
03.09.1970,Милана,Любавина,Силантьевна,1155,03,09,1970,1970-09-03
05.10.1971,Милена,Любавцева, Силуяновна,1156,05,10,1971,1971-10-05
05.11.1972,Милица,Любанина,Сильвановна,1157,05,11,1972,1972-11-05
07.12.1973,Мира,Любарская, Сильвестровна,1158,07,12,1973,1973-12-07
08.01.1975,Мирослава,Любасвкая,Симеоновна,1159,08,01,1975,1975-01-08
09.02.1976,Млада,Любахина,Симоновна,1160,09,02,1976,1976-02-09
12.03.1977,Мстислава,Любашевская,Созоновна,1161,12,03,1977,1977-03-12
13.04.1978,Муза,Любашина,Созонтовна,1162,13,04,1978,1978-04-13
15.05.1979,Надежда,Любвина, Созонтьевна,1163,15,05,1979,1979-05-15
15.06.1980,Наталья,Любезная,Сократовна,1164,15,06,1980,1980-06-15
17.07.1981,Наталия,Любиева,Соломоновна,1165,17,07,1981,1981-07-17
18.08.1982,Неонила,Любимова, Сосипатровна,1166,18,08,1982,1982-08-18
19.09.1983,Ника,Любимцева,Софоновна,1167,19,09,1983,1983-09-19
20.10.1984,Нина,Любимая, Софоньевна,1168,20,10,1984,1984-10-20
21.11.1985,Нинель,Любина, Софроновна,1169,21,11,1985,1985-11-21
23.12.1986,Нона,Любищева,Софроньевна,1170,23,12,1986,1986-12-23
24.01.1988,Оксана,Любкина, Спартаковна,1171,24,01,1988,1988-01-24
24.02.1989,Октябрина,Любовина,Спиридоновна,1172,24,02,1989,1989-02-24
28.03.1990,Олимпиада,Любовцева,Спиридоньевна,1173,28,03,1990,1990-03-28
29.04.1991,Ольга,Любочкина, Станиславна,1174,29,04,1991,1991-04-29
30.05.1992,Пелагея,Любусина,Стахиевна,1175,30,05,1992,1992-05-30
01.07.1993,Поликсена,Любутина,Степановна,1176,01,07,1993,1993-07-01
02.08.1994,Полина,Любухина, Стратониковна,1177,02,08,1994,1994-08-02
03.09.1995,Прасковья,Любушина,Сысоевна,1178,03,09,1995,1995-09-03
04.10.1996,Пульхерия,Любушкина,Тарасовна,1179,04,10,1996,1996-10-04
05.11.1928,Рада,Любченко, Терентьевна,1180,05,11,1928,1928-11-05
07.12.1929,Раиса,Любчика, Тертиевна,1181,07,12,1929,1929-12-07
08.01.1930,Регина,Любятина,Тимофеевна,1182,08,01,1930,1930-01-08
08.02.1931,Рената,Любятинская, Тимуровна,1183,08,02,1931,1931-02-08
12.03.1932,Лада,Люкшина,Титовна,1184,12,03,1932,1932-03-12
13.04.1933,Лариса,Люминарская, Тихоновна,1185,13,04,1933,1933-04-13
14.05.1934,Леокадия,Люсина, Трифоновна,1186,14,05,1934,1934-05-14
15.06.1935,Лиана,Лютикова,Трофимовна,1187,15,06,1935,1935-06-15
17.07.1936,Лидия,Лютихина,"Уваровна,",1188,17,07,1936,1936-07-17
18.08.1937,Лилиана,Лютова, Уаровна,1189,18,08,1937,1937-08-18
18.09.1938,Лилия,Лютягина, Ульяновна,1190,18,09,1938,1938-09-18
20.10.1939,Лия,Люшина,Устиновна,1191,20,10,1939,1939-10-20
21.11.1940,Луиза,Лягина, Станиславна,1192,21,11,1940,1940-11-21
23.12.1941,Лукерья,Ляднова,Стахиевна,1193,23,12,1941,1941-12-23
23.01.1942,Любава,Лядова,Степановна,1194,23,01,1942,1942-01-23
24.02.1943,Любовь,Лякина, Стратониковна,1195,24,02,1943,1943-02-24
28.03.1944,Любомила,Лякова,Сысоевна,1196,28,03,1944,1944-03-28
28.04.1945,Любомира,Лялечкина,Тарасовна,1197,28,04,1945,1945-04-28
30.05.1946,Людмила,Лялина, Терентьевна,1198,30,05,1946,1946-05-30
01.07.1947,Майя,Лялькина, Тертиевна,1199,01,07,1947,1947-07-01
02.08.1948,Мальвина,Лямина,Тимофеевна,1200,02,08,1948,1948-08-02
02.09.1979,Маргарита,Лямудина, Тимуровна,1201,02,09,1979,1979-09-02
04.10.1949,Марианна,Лямцева,Титовна,1202,04,10,1949,1949-10-04
05.11.1950,Мариетта,Лямцына, Тихоновна,1203,05,11,1950,1950-11-05
07.12.1951,Марина,Ляпидевская, Трифоновна,1204,07,12,1951,1951-12-07
